care_site_id,care_site_name,place_of_service_concept_id,location_id,care_site_source_value,place_of_service_source_value
15165,,8940,,219460889, 
15182,,8940,,211833847, 
15199,,8940,,855066394, 
15214,,8940,,135672949, 
15228,,8940,,639663329, 
15246,,8940,,880878282, 
15263,,8940,,486733766, 
15281,,8940,,372075437, 
15294,,8940,,778225682, 
15311,,8940,,923227383, 
15326,,8940,,301617806, 
15343,,8940,,264969845, 
15358,,8940,,718499264, 
15375,,8940,,449204081, 
15389,,8940,,774952367, 
15405,,8940,,680729048, 
15424,,8717,,3700AC,Inpatient Facility
15437,,8940,,788057454, 
15457,,8940,,360911348, 
15471,,8940,,066323684, 
15488,,8940,,420467054, 
15504,,8940,,700704414, 
15516,,8940,,666863165, 
15535,,8940,,283298943, 
15551,,8940,,987060390, 
15566,,8940,,302174906, 
15583,,8940,,891706709, 
15598,,8940,,343748262, 
15614,,8940,,093989755, 
15629,,8940,,663666838, 
15645,,8756,,0501AD,Outpatient Facility
15664,,8940,,247652402, 
15676,,8940,,067578163, 
15694,,8940,,035701428, 
15709,,8940,,900008114, 
15726,,8940,,719162630, 
15741,,8940,,308993633, 
15759,,8940,,700232019, 
15775,,8940,,789306607, 
15790,,8940,,874847438, 
15806,,8940,,580791532, 
15822,,8940,,122017075, 
15839,,8940,,054398585, 
15855,,8940,,532192042, 
15872,,8940,,185678572, 
15887,,8940,,890559777, 
15900,,8940,,801443567, 
15920,,8940,,414594901, 
15935,,8940,,953323062, 
15950,,8940,,790846227, 
15967,,8940,,259057739, 
15982,,8940,,603927443, 
16000,,8940,,970478025, 
16012,,8940,,507638067, 
16030,,8940,,936191926, 
16049,,8940,,851787034, 
16062,,8940,,516610331, 
16079,,8940,,437113619, 
16095,,8756,,3600YM,Outpatient Facility
16112,,8940,,157997491, 
16127,,8940,,150065930, 
16144,,8940,,456657778, 
16161,,8940,,361037559, 
16176,,8940,,393321271, 
16188,,8940,,114342343, 
16205,,8940,,442529575, 
16223,,8940,,694552647, 
16237,,8940,,411115016, 
16257,,8940,,004182783, 
16271,,8940,,924136297, 
16287,,8940,,537111299, 
16304,,8940,,368118777, 
16318,,8940,,891739159, 
16334,,8940,,076444146, 
16349,,8940,,194605581, 
16368,,8940,,666259354, 
16382,,8940,,958685735, 
16399,,8756,,3900BP,Outpatient Facility
16414,,8940,,154611410, 
16430,,8940,,106092115, 
16446,,8940,,688426448, 
16463,,8940,,513238257, 
16477,,8940,,511221624, 
16497,,8940,,341190057, 
16510,,8940,,597749668, 
16528,,8756,,4418NU,Outpatient Facility
16543,,8940,,721494774, 
16560,,8940,,295019246, 
16574,,8940,,325359331, 
16589,,8940,,064699767, 
16608,,8940,,629806681, 
16623,,8940,,163932433, 
16640,,8940,,466859041, 
16656,,8940,,791334024, 
16671,,8940,,645143616, 
16687,,8940,,240178487, 
16701,,8940,,653681192, 
16720,,8940,,061891571, 
16735,,8940,,072572253, 
16749,,8940,,277446723, 
16766,,8940,,071763016, 
16782,,8940,,220688366, 
16799,,8940,,163161642, 
16816,,8940,,090584733, 
16831,,8940,,329337612, 
16846,,8940,,692932618, 
16863,,8940,,609734421, 
16880,,8940,,504014526, 
16893,,8940,,495479226, 
16911,,8940,,366188837, 
16925,,8940,,797599983, 
16943,,8940,,465183625, 
16958,,8940,,891278424, 
16973,,8940,,862290876, 
16990,,8940,,683403127, 
17007,,8940,,116343053, 
17024,,8940,,196128072, 
17038,,8940,,670719074, 
17054,,8940,,361724164, 
17068,,8940,,532422865, 
17088,,8940,,775163147, 
17102,,8940,,221071262, 
17119,,8940,,965385759, 
17132,,8940,,047604593, 
17150,,8940,,638190555, 
17167,,8940,,154313178, 
17182,,8940,,874395946, 
17200,,8940,,678430307, 
17214,,8940,,588880772, 
17232,,8756,,1001CU,Outpatient Facility
17244,,8940,,970884149, 
17262,,8940,,244913655, 
17279,,8756,,1825VQ,Outpatient Facility
17293,,8940,,523831594, 
17310,,8940,,603771284, 
17329,,8940,,323499149, 
17342,,8940,,519052124, 
17358,,8940,,929133718, 
17371,,8940,,025279559, 
17390,,8940,,374898108, 
17406,,8756,,0700NU,Outpatient Facility
17422,,8940,,585429281, 
17438,,8940,,857260351, 
17454,,8940,,467133638, 
17469,,8940,,425146953, 
17487,,8940,,060009154, 
17504,,8940,,115588785, 
17519,,8940,,818099277, 
17536,,8940,,087879138, 
17550,,8940,,063986636, 
17567,,8940,,864011533, 
17582,,8940,,892477924, 
17597,,8940,,578691063, 
17615,,8940,,710138694, 
17632,,8756,,1020QV,Outpatient Facility
17647,,8940,,573033082, 
17663,,8940,,029546276, 
17677,,8940,,852305780, 
17694,,8940,,124645726, 
17710,,8940,,893884164, 
17725,,8940,,541223811, 
17744,,8940,,774607766, 
17760,,8940,,666007824, 
17776,,8940,,005132113, 
17792,,8940,,367903908, 
17808,,8940,,287987119, 
17823,,8940,,440431486, 
17839,,8756,,0505BP,Outpatient Facility
17854,,8940,,989977047, 
17871,,8940,,339666764, 
17885,,8940,,603706551, 
17903,,8940,,224713105, 
17919,,8940,,517562959, 
17933,,8940,,629421357, 
17950,,8940,,301421746, 
17967,,8940,,583524974, 
17983,,8756,,2000GD,Outpatient Facility
17998,,8940,,654296910, 
18015,,8940,,811428665, 
18030,,8756,,3600KM,Outpatient Facility
18047,,8940,,157327622, 
18062,,8940,,181381115, 
18077,,8940,,451805521, 
18095,,8756,,4100MQ,Outpatient Facility
18112,,8940,,748133107, 
18127,,8940,,344441578, 
18141,,8940,,775410556, 
18160,,8940,,928910496, 
18176,,8940,,077457817, 
18192,,8940,,488894707, 
18209,,8940,,124224874, 
18220,,8940,,362568357, 
18236,,8940,,988654162, 
18255,,8717,,6700HC,Inpatient Facility
18271,,8940,,547124984, 
18285,,8940,,697634954, 
18303,,8940,,688028355, 
18319,,8940,,649353924, 
18335,,8940,,154371222, 
18352,,8940,,991619468, 
18366,,8940,,014985884, 
18382,,8940,,330293627, 
18399,,8940,,681173176, 
18416,,8940,,863798765, 
18430,,8940,,548037501, 
18446,,8940,,604629466, 
18461,,8940,,474168327, 
18479,,8717,,15T0XT,Inpatient Facility
18494,,8940,,135968618, 
18513,,8940,,104579350, 
18525,,8940,,321641757, 
18543,,8940,,825041646, 
18560,,8940,,216312899, 
18576,,8940,,301117187, 
18591,,8940,,604605026, 
18609,,8940,,075290495, 
18623,,8940,,060262117, 
18637,,8940,,083178298, 
18653,,8940,,994103753, 
18670,,8940,,867957246, 
18686,,8940,,668037344, 
18703,,8940,,745719091, 
18719,,8940,,944021547, 
18733,,8940,,674340411, 
18750,,8940,,041581506, 
18767,,8940,,700781265, 
18783,,8940,,408923503, 
18800,,8940,,294783328, 
18814,,8756,,3600AQ,Outpatient Facility
18830,,8940,,580287896, 
18845,,8940,,432822114, 
18865,,8940,,781706659, 
18879,,8940,,040932503, 
18895,,8940,,065323038, 
18909,,8940,,666088817, 
18926,,8940,,379042913, 
18943,,8940,,249976026, 
18959,,8940,,041140212, 
18975,,8940,,706161631, 
18989,,8940,,217205108, 
19003,,8940,,407518766, 
19021,,8940,,214200268, 
19038,,8940,,530000113, 
19055,,8756,,18006C,Outpatient Facility
19070,,8940,,725800804, 
19085,,8940,,146973829, 
19104,,8940,,143381509, 
19117,,8756,,2600DC,Outpatient Facility
19135,,8940,,285609310, 
19152,,8940,,325394816, 
19169,,8940,,865490812, 
19183,,8940,,596085399, 
19199,,8756,,15006Q,Outpatient Facility
19213,,8940,,794563552, 
19231,,8940,,718639075, 
19247,,8756,,0101KB,Outpatient Facility
19265,,8940,,566653531, 
19279,,8940,,747328506, 
19294,,8940,,362987882, 
19312,,8940,,874929553, 
19324,,8940,,500563485, 
19343,,8940,,695487020, 
19360,,8940,,288900411, 
19375,,8940,,248763905, 
19389,,8940,,966644822, 
19406,,8940,,472664440, 
19423,,8940,,008853687, 
19440,,8940,,839474521, 
19455,,8940,,211099796, 
19469,,8940,,528375386, 
19485,,8940,,819843976, 
19502,,8940,,348462658, 
19518,,8940,,681066960, 
19535,,8717,,1400UB,Inpatient Facility
19550,,8940,,053971797, 
19567,,8940,,746347203, 
19582,,8940,,099489046, 
19598,,8756,,3302ZT,Outpatient Facility
19616,,8940,,614041007, 
19631,,8940,,166235256, 
19646,,8940,,387576742, 
19662,,8940,,336492528, 
19677,,8940,,240778718, 
19696,,8756,,3901KR,Outpatient Facility
19711,,8940,,694485271, 
19725,,8940,,231948962, 
19742,,8940,,068766966, 
19762,,8940,,801175940, 
19776,,8756,,2713SU,Outpatient Facility
19791,,8940,,734917982, 
19807,,8940,,581431491, 
19822,,8940,,495773433, 
19837,,8756,,3601QR,Outpatient Facility
19856,,8940,,403309961, 
19871,,8940,,614474531, 
19886,,8940,,114433621, 
19902,,8940,,796868509, 
19917,,8940,,580792362, 
19933,,8940,,264261789, 
19949,,8756,,1401BJ,Outpatient Facility
19967,,8940,,390664017, 
19983,,8940,,359300114, 
19997,,8940,,913625555, 
20014,,8940,,869295988, 
20028,,8940,,454967734, 
20046,,8940,,072711245, 
20060,,8940,,232186968, 
20079,,8940,,013522880, 
20093,,8940,,783582741, 
20110,,8940,,387584694, 
20128,,8940,,732493793, 
20145,,8940,,450687506, 
20157,,8756,,1413GM,Outpatient Facility
20175,,8940,,306916149, 
20191,,8940,,526913197, 
20207,,8940,,972898745, 
20222,,8940,,927505445, 
20237,,8940,,746541204, 
20253,,8940,,364763491, 
20272,,8940,,379337608, 
20288,,8940,,625900051, 
20302,,8756,,2313AQ,Outpatient Facility
20317,,8940,,936594800, 
20335,,8940,,717269354, 
20350,,8940,,695340484, 
20367,,8940,,730054892, 
20384,,8940,,253843218, 
20399,,8940,,886639378, 
20417,,8940,,979716916, 
20430,,8940,,769490978, 
20447,,8940,,015679237, 
20463,,8940,,784811667, 
20479,,8940,,943099813, 
20496,,8940,,791355480, 
20510,,8940,,969401492, 
20525,,8940,,590486515, 
20542,,8940,,875371099, 
20559,,8756,,4500BT,Outpatient Facility
20574,,8940,,908496179, 
20591,,8940,,464608579, 
20608,,8940,,077997531, 
20622,,8940,,501223841, 
20639,,8940,,177427275, 
20657,,8940,,446216630, 
20670,,8940,,797727218, 
20686,,8940,,833755520, 
20703,,8940,,857399717, 
20717,,8940,,591196295, 
20735,,8940,,142764072, 
20751,,8940,,001590357, 
20768,,8940,,796276934, 
20784,,8940,,694251161, 
20798,,8940,,537051706, 
20815,,8940,,928491647, 
20828,,8940,,460359609, 
20847,,8940,,240769414, 
20862,,8940,,944914121, 
20878,,8940,,575681498, 
20894,,8940,,435128878, 
20910,,8940,,940358882, 
20928,,8940,,325821644, 
20941,,8940,,037128857, 
20960,,8756,,4900MV,Outpatient Facility
20974,,8940,,712231149, 
20989,,8940,,768595530, 
21008,,8940,,938964257, 
21023,,8940,,540602117, 
21038,,8940,,196929355, 
21054,,8940,,565143706, 
21070,,8940,,528276178, 
21085,,8940,,932206443, 
21101,,8940,,502342406, 
21117,,8756,,45008C,Outpatient Facility
21136,,8940,,816016362, 
21153,,8940,,827759901, 
21165,,8940,,335568491, 
21181,,8940,,613097625, 
21196,,8940,,544223909, 
21215,,8940,,304183563, 
21232,,8940,,492695211, 
21246,,8940,,145813649, 
21265,,8940,,279355686, 
21278,,8940,,553229971, 
21297,,8940,,563799542, 
21308,,8940,,152935763, 
21328,,8940,,972640091, 
21345,,8940,,242050260, 
21357,,8940,,796933301, 
21374,,8940,,681804913, 
21393,,8940,,791923062, 
21408,,8940,,241872351, 
21424,,8940,,563786316, 
21439,,8940,,563056366, 
21457,,8940,,225789720, 
21470,,8940,,941438064, 
21488,,8940,,844632675, 
21501,,8940,,654262246, 
21519,,8717,,0506JH,Inpatient Facility
21534,,8940,,019647561, 
21550,,8940,,494926390, 
21566,,8940,,425555781, 
21580,,8940,,891691939, 
21600,,8756,,2413DC,Outpatient Facility
21613,,8940,,886347590, 
21633,,8940,,039451492, 
21644,,8940,,596432532, 
21665,,8940,,283216366, 
21677,,8940,,412256224, 
21692,,8940,,262282031, 
21711,,8940,,884024598, 
21727,,8940,,850534896, 
21742,,8940,,812218179, 
21760,,8940,,121568003, 
21774,,8940,,831154395, 
21792,,8940,,405121201, 
21805,,8940,,029267025, 
21823,,8756,,2339TD,Outpatient Facility
21838,,8940,,295041852, 
21854,,8940,,886243265, 
21869,,8940,,761131066, 
21885,,8940,,091662189, 
21904,,8940,,615046853, 
21917,,8940,,884278193, 
21936,,8940,,300694322, 
21951,,8940,,688444401, 
21967,,8940,,746371513, 
21984,,8940,,223168050, 
21999,,8940,,859585149, 
22015,,8940,,493950541, 
22030,,8940,,136848352, 
22047,,8756,,2500WQ,Outpatient Facility
22064,,8940,,761675770, 
22079,,8940,,867794536, 
22094,,8940,,791182986, 
22111,,8940,,679872493, 
22128,,8940,,946075509, 
22144,,8940,,332813935, 
22159,,8940,,756002318, 
22175,,8940,,615074956, 
22191,,8940,,007847607, 
22205,,8940,,912347953, 
22220,,8940,,197262317, 
22237,,8940,,477579233, 
22255,,8940,,940485273, 
22271,,8940,,344995645, 
22285,,8940,,471396236, 
22301,,8940,,474693988, 
22319,,8940,,246934048, 
22334,,8940,,408361233, 
22353,,8940,,917129641, 
22366,,8940,,693864600, 
22382,,8940,,275319289, 
22397,,8940,,669148577, 
22413,,8940,,530158776, 
22430,,8940,,539940173, 
22447,,8940,,058015217, 
22463,,8940,,069598171, 
22478,,8940,,383409272, 
22495,,8940,,589544332, 
22508,,8940,,601128490, 
22528,,8940,,347501974, 
22543,,8940,,994396378, 
22558,,8940,,343168895, 
22572,,8940,,076900826, 
22588,,8940,,047691052, 
22605,,8940,,335728005, 
22620,,8940,,581978019, 
22633,,8940,,103340126, 
22651,,8940,,883614542, 
22666,,8940,,217735367, 
22680,,8940,,651040456, 
22700,,8940,,600078564, 
22715,,8940,,299445751, 
22730,,8940,,546176455, 
22748,,8940,,274601238, 
22762,,8940,,830529370, 
22779,,8940,,632835942, 
22792,,8940,,998432928, 
22809,,8940,,760138921, 
22827,,8940,,617808751, 
22843,,8940,,447764486, 
22856,,8940,,907924544, 
22873,,8940,,219247302, 
22889,,8940,,549610207, 
22904,,8717,,33T2UU,Inpatient Facility
22920,,8940,,538703779, 
22935,,8940,,177202987, 
22952,,8940,,763523066, 
22966,,8940,,427603575, 
22983,,8940,,933839472, 
23001,,8940,,719951666, 
23015,,8756,,1600WS,Outpatient Facility
23033,,8940,,958814964, 
23047,,8940,,526058983, 
23062,,8940,,074056162, 
23080,,8940,,094083799, 
23096,,8940,,243831155, 
23112,,8940,,486685312, 
23128,,8940,,526002351, 
23144,,8940,,362205027, 
23158,,8940,,617853726, 
23175,,8940,,023325731, 
23192,,8940,,548163009, 
23208,,8940,,880583387, 
23224,,8940,,068352743, 
23240,,8940,,091691669, 
23257,,8940,,694630778, 
23272,,8940,,272235294, 
23286,,8940,,395441947, 
23305,,8940,,617574297, 
23319,,8940,,299536437, 
23338,,8940,,759549249, 
23351,,8940,,536387181, 
23367,,8940,,996165711, 
23382,,8940,,480228867, 
23400,,8940,,790693335, 
23415,,8756,,4500JT,Outpatient Facility
23430,,8940,,688523634, 
23446,,8940,,705287237, 
23463,,8940,,332353576, 
23477,,8940,,528243177, 
23496,,8940,,295934277, 
23508,,8940,,887586903, 
23527,,8940,,598636901, 
23539,,8940,,641109923, 
23557,,8940,,724394610, 
23573,,8940,,404110357, 
23593,,8940,,056194193, 
23607,,8940,,845003732, 
23621,,8940,,295736833, 
23638,,8940,,655256597, 
23654,,8940,,918646807, 
23671,,8940,,292688528, 
23687,,8940,,962171092, 
23702,,8940,,102079875, 
23717,,8940,,744380981, 
23733,,8940,,774303952, 
23751,,8940,,375456048, 
23768,,8940,,630350288, 
23780,,8940,,364029931, 
23798,,8940,,911118460, 
23815,,8940,,988244442, 
23832,,8940,,652813831, 
23845,,8717,,1601NC,Inpatient Facility
23864,,8940,,668793923, 
23876,,8940,,976934818, 
23894,,8940,,123882639, 
23910,,8940,,705425000, 
23926,,8940,,777011652, 
23944,,8756,,0413AM,Outpatient Facility
23957,,8940,,554473459, 
23975,,8940,,368347173, 
23990,,8940,,544091583, 
24008,,8940,,823643197, 
24022,,8940,,546777789, 
24037,,8940,,580071465, 
24056,,8940,,259723224, 
24072,,8940,,312880449, 
24085,,8940,,416601831, 
24104,,8940,,616954705, 
24118,,8940,,875191698, 
24136,,8940,,497956260, 
24151,,8940,,789663691, 
24167,,8940,,365278307, 
24181,,8940,,850962054, 
24200,,8940,,139774484, 
24214,,8940,,446971185, 
24229,,8940,,148629868, 
24244,,8756,,3513TT,Outpatient Facility
24262,,8940,,987438818, 
24275,,8940,,522291260, 
24296,,8940,,557070900, 
24309,,8940,,874698870, 
24325,,8940,,962170412, 
24341,,8756,,3301ZP,Outpatient Facility
24358,,8940,,230419817, 
24373,,8940,,218121280, 
24391,,8940,,319439086, 
24406,,8940,,334749242, 
24423,,8940,,296982854, 
24439,,8940,,594860595, 
24454,,8940,,842566319, 
24468,,8940,,701971265, 
24486,,8940,,090293956, 
24501,,8940,,336716526, 
24517,,8940,,729337998, 
24534,,8940,,525092924, 
24553,,8940,,889382122, 
24566,,8940,,086584687, 
24584,,8940,,089484953, 
24596,,8940,,300617239, 
24611,,8940,,983322746, 
24628,,8940,,348330820, 
24646,,8940,,159638150, 
24660,,8940,,143236023, 
24680,,8940,,762562737, 
24695,,8940,,965815236, 
24709,,8940,,994669617, 
24726,,8940,,853080130, 
24742,,8940,,774839955, 
24759,,8940,,429879811, 
24776,,8940,,338336615, 
24789,,8940,,429234198, 
24805,,8940,,994297290, 
24822,,8940,,126775405, 
24839,,8940,,848410698, 
24853,,8940,,681202117, 
24868,,8940,,076420569, 
24885,,8940,,075583746, 
24900,,8940,,455449878, 
24918,,8940,,903394265, 
24933,,8940,,688319489, 
24950,,8940,,744181356, 
24966,,8940,,987651749, 
24981,,8940,,870078437, 
24996,,8940,,085190067, 
25012,,8940,,013080539, 
25028,,8940,,194828885, 
25047,,8940,,198167554, 
25062,,8940,,624510533, 
25077,,8940,,522422173, 
25094,,8940,,485450358, 
25108,,8940,,913139002, 
25124,,8940,,483625019, 
25144,,8756,,0720MA,Outpatient Facility
25158,,8940,,568515529, 
25175,,8940,,522887078, 
25190,,8940,,897770211, 
25206,,8940,,239689932, 
25223,,8940,,816057281, 
25236,,8940,,714669867, 
25257,,8940,,646857814, 
25271,,8940,,050322594, 
25287,,8940,,609622711, 
25301,,8940,,516101340, 
25319,,8940,,773139170, 
25332,,8940,,937925915, 
25348,,8940,,972119945, 
25364,,8756,,4213VD,Outpatient Facility
25382,,8940,,637675542, 
25395,,8940,,097291335, 
25414,,8940,,041500044, 
25431,,8940,,931736489, 
25443,,8940,,115052761, 
25463,,8940,,116961704, 
25478,,8940,,321715304, 
25494,,8940,,373327954, 
25507,,8940,,907746051, 
25528,,8940,,013059151, 
25545,,8940,,188054020, 
25555,,8940,,757880729, 
25571,,8940,,596935962, 
25590,,8940,,059925415, 
25606,,8940,,791421806, 
25623,,8940,,503228078, 
25638,,8940,,238202120, 
25652,,8940,,931232724, 
25671,,8940,,898868354, 
25685,,8940,,123777458, 
25701,,8940,,858161454, 
25716,,8940,,081113467, 
25733,,8940,,738254123, 
25748,,8940,,949996660, 
25764,,8940,,474553380, 
25781,,8940,,162738569, 
25801,,8940,,533448429, 
25816,,8940,,671015769, 
25827,,8940,,070766108, 
25845,,8940,,523902635, 
25863,,8940,,111780137, 
25878,,8756,,1300MP,Outpatient Facility
25893,,8940,,357834765, 
25911,,8940,,639649989, 
25925,,8940,,799710921, 
25941,,8940,,970982228, 
25957,,8940,,599477408, 
25973,,8940,,869928685, 
25990,,8940,,737967753, 
26005,,8940,,444277080, 
26024,,8940,,212814002, 
26036,,8940,,568483195, 
26053,,8940,,815922743, 
26068,,8940,,875717322, 
26085,,8940,,212218013, 
26102,,8940,,089725760, 
26117,,8940,,773253177, 
26134,,8940,,607539868, 
26147,,8717,,3901QG,Inpatient Facility
26165,,8940,,432531634, 
26183,,8940,,801622347, 
26197,,8940,,945622671, 
26216,,8940,,367567227, 
26232,,8940,,451901893, 
26247,,8940,,169182166, 
26262,,8940,,020669768, 
26279,,8756,,0504BP,Outpatient Facility
26293,,8940,,307108990, 
26310,,8940,,694094745, 
26326,,8940,,112652556, 
26343,,8940,,900962473, 
26360,,8940,,960659312, 
26374,,8940,,096207059, 
26389,,8940,,776526528, 
26406,,8940,,888467267, 
26423,,8940,,612991282, 
26437,,8940,,224667644, 
26453,,8940,,326275249, 
26470,,8940,,333505524, 
26485,,8940,,735193522, 
26504,,8940,,417317209, 
26517,,8940,,198339223, 
26534,,8940,,944210276, 
26550,,8940,,973747407, 
26564,,8940,,625412168, 
26580,,8940,,031923204, 
26599,,8940,,951205115, 
26615,,8940,,953621465, 
26629,,8756,,4513QC,Outpatient Facility
26647,,8940,,960401185, 
26664,,8940,,137890805, 
26677,,8940,,801072118, 
26692,,8940,,821152798, 
26710,,8940,,747890692, 
26727,,8756,,3325NU,Outpatient Facility
26742,,8940,,455124920, 
26758,,8940,,849408592, 
26774,,8940,,650507710, 
26791,,8940,,356798332, 
26805,,8717,,1730MN,Inpatient Facility
26823,,8940,,273910246, 
26838,,8940,,340293899, 
26852,,8940,,276359252, 
26871,,8940,,937806838, 
26885,,8940,,940117184, 
26899,,8940,,624127807, 
26918,,8940,,067871584, 
26935,,8940,,735373011, 
26950,,8940,,394919763, 
26965,,8940,,196387311, 
26980,,8940,,818197656, 
27001,,8940,,500016635, 
27015,,8940,,088810420, 
27028,,8940,,068960064, 
27045,,8940,,495778889, 
27060,,8940,,818312754, 
27078,,8940,,715387628, 
27095,,8940,,302916545, 
27111,,8940,,255443328, 
27125,,8756,,1538TJ,Outpatient Facility
27140,,8940,,380621045, 
27157,,8940,,274203560, 
27174,,8756,,4526XV,Outpatient Facility
27191,,8940,,340037353, 
27204,,8940,,922678449, 
27220,,8940,,483310892, 
27237,,8940,,739050248, 
27253,,8940,,899349458, 
27271,,8940,,158642586, 
27286,,8940,,446154577, 
27301,,8940,,314559665, 
27317,,8940,,770687190, 
27333,,8940,,519003167, 
27351,,8940,,114008640, 
27365,,8940,,031894941, 
27383,,8940,,599126646, 
27398,,8940,,673366585, 
27414,,8940,,691554653, 
27432,,8940,,009558924, 
27445,,8940,,655296039, 
27461,,8940,,949333573, 
27476,,8756,,1500GP,Outpatient Facility
27493,,8940,,618162886, 
27509,,8940,,202444477, 
27525,,8940,,647694471, 
27540,,8940,,099006901, 
27557,,8940,,362393510, 
27575,,8940,,075436043, 
27589,,8940,,491757869, 
27606,,8940,,080840335, 
27623,,8940,,754194203, 
27637,,8940,,746843906, 
27652,,8940,,831427963, 
27669,,8940,,567244750, 
27686,,8940,,098422926, 
27701,,8940,,371535801, 
27717,,8940,,301032649, 
27734,,8940,,050853088, 
27751,,8940,,203626238, 
27763,,8940,,522859936, 
27785,,8940,,545522385, 
27798,,8940,,105330215, 
27813,,8940,,239776351, 
27830,,8940,,209883704, 
